region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,30.73
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,32.95
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,37.49
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,34.13
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,32.64
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,38.1
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,29.08
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,27.73
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,24.67
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,31.9
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,31.75
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,36.23
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,12.94
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,10.7
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,10.77
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,9.85
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7.99
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,9.75
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,19.36
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,6.35
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,11.64
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,5.86
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6.86
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,6.21
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,6.03
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,6.75
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,915.86
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,892.11
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,764.16
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,817.54
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,885.52
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,894.64
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,868.44
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,785.05
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,874.73
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,987.02
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,957.06
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,861.82
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,932.28
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,885.28
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1382.74
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1365.41
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1322.38
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1325.26
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1424.69
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1380.5
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1386.25
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1442.18
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1559.86
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1482.91
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1471.02
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1405.45
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1508.18
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1457.03
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6818.72
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6552.29
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6541.79
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6570.25
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6894.88
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7368.45
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7750.41
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7660.87
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7423.53
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7379.77
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7588.48
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7867.62
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7679.57
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,7869.08
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1247.84
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2008,1218.82
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2009,1109.16
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2010,1108.37
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2011,1140.85
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2012,1146.42
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2013,1129.7
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2014,1186.92
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2015,1067.16
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2016,1082.89
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2017,1047.88
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2018,1072.33
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2019,1049.63
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2020,1047.55
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2007,2495.42
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2008,2687.73
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2009,2482.39
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2010,2496.33
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2011,2483.26
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2012,2484.62
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2013,2344.04
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2014,2312.29
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2015,2370.72
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2336.54
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2262.03
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2288.23
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2354.03
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2118.43
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4932.04
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4573.9
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4565.62
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4694.29
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4688.37
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4673.65
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4539.1
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4647.69
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4649.96
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4668.22
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4508.66
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4628.78
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4565.38
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4471.27
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,476.34
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,464.72
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,439.48
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,410.55
